0 0 0.10536051565782628
0 1 2.3025850929940455
1 0 2.3025850929940455
1 1 0.2231435513142097
1 2 2.3025850929940455
2 1 2.3025850929940455
2 2 0.2231435513142097
2 3 2.3025850929940455
4 0 2.3025850929940455
4 4 0.2231435513142097
4 8 2.3025850929940455
6 2 0.2231435513142097
6 6 2.3025850929940455
6 7 2.3025850929940455
8 4 2.3025850929940455
8 8 2.3025850929940455
8 9 0.2231435513142097
9 9 1.6094379124341003
9 10 0.2231435513142097
10 9 2.3025850929940455
10 10 0.2231435513142097
10 11 2.3025850929940455
11 7 2.3025850929940455
11 11 0.10536051565782628
