Policy,Utility,Lower Bound,Upper Bound
"(3, 1, 2, -1, 0, nan, 3, -1, 1, 0, 1, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.04443508051996, -0.043996, -0.0443952004]",0.8854541744417143,0.9585176127691619
"(1, 2, 0, -1, 3, nan, 3, -1, 2, 0, 0, 1)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.071968, 0.0, -0.04471424135968, -1.0, -0.0471896032, -0.04471424135968, -0.08020257440648829, -0.1399]",1.998116517698692,2.6823833656220195
"(0, 3, 1, -1, 3, nan, 2, -1, 3, 1, 1, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.04, -0.043996, -0.07990771675155203, -0.2037622472278404]",1.9157583117170105,2.290193787143215
"(2, 2, 0, -1, 3, nan, 1, -1, 2, 0, 3, 2)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.07548064415968, -0.10432013081241626, -0.1399]",1.9168070568457007,2.221555846232645
"(3, 0, 2, -1, 3, nan, 3, -1, 1, 2, 0, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.04, -0.043996, -0.044439064543944, -0.044439462547940005]",1.8875035622713106,2.2397027470765605
"(2, 0, 3, -1, 3, nan, 3, -1, 1, 2, 1, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.0443952004, -0.04443508051996, -0.07995158089549603, -0.047987162931460055]",1.7761302036940454,2.2158710783420177
"(0, 1, 3, -1, 2, nan, 0, -1, 3, 3, 1, 3)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.04443508051996, -0.07990771675155203, -0.1399]",1.508494946828526,2.229892476784599
"(1, 3, 0, -1, 1, nan, 1, -1, 0, 1, 3, 2)","[-0.04, -0.071968, -0.04, 1.0, -0.04, 0.0, -0.071968, -1.0, -0.043996, -0.04, -0.07915760320000001, -0.1399]",2.3804921819152973,7.2934647951665585
"(0, 3, 2, -1, 0, nan, 2, -1, 2, 1, 3, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.043996, 0.0, -0.0443952004, -1.0, -0.07516160320000001, -0.10006915327744001, -0.04443508051996, -0.044439064543944]",0.44683860680919013,0.5519579730759938
"(1, 2, 0, -1, 0, nan, 0, -1, 0, 2, 0, 3)","[-0.04, -0.04, -0.043996, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.04, -0.071968, -0.043996, -0.8435952004]",0.6644332237114534,0.7521575935519951
"(1, 1, 1, -1, 3, nan, 2, -1, 1, 1, 3, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.07548064415968, -1.0, -0.0975168256, -0.04974193087744, -0.10529334970707252, -0.1399]",1.0401814648480705,1.87396118686852
"(3, 2, 3, -1, 3, nan, 3, -1, 0, 3, 2, 3)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.07548064415968, -0.043996, -0.8435952004]",1.277903344525543,1.3118958914369976
"(0, 3, 2, -1, 2, nan, 3, -1, 0, 0, 3, 1)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.07516160320000001, -0.04, -0.043996, -0.1399]",2.150513553651854,3.042980319606971
"(2, 0, 1, -1, 3, nan, 3, -1, 2, 0, 3, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.04, 0.0, -0.0443952004, -1.0, -0.071968, -0.0471896032, -0.04443508051996, -0.17541251635155206]",1.9633166405159055,2.7344932617668776
"(2, 2, 0, -1, 0, nan, 0, -1, 0, 1, 0, 0)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.04, -0.043996, -0.04474611355155203, -0.8436701367438002]",2.0988660179297063,2.6057196687952295
"(3, 2, 0, -1, 2, nan, 3, -1, 2, 1, 1, 0)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.07548064415968, -1.0, -0.0975168256, -0.11793544701952, -0.11210588196966631, -0.8503993776087697]",1.6985271719964883,5.377025398066123
"(3, 0, 1, -1, 0, nan, 1, -1, 3, 0, 3, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.04443508051996, -1.0, -0.04, -0.071968, -0.101955890143944, -0.8493853934253801]",0.6639175775915548,0.746092576571957
