Policy,Utility,Lower Bound,Upper Bound
"(2, 2, 0, -1, 2, nan, 2, -1, 0, 3, 3, 1)","[-0.04, -0.04, -0.04, 1.0, -0.071968, 0.0, -0.071968, -1.0, -0.0975168256, -0.11793544701952, -0.14144361245800038, -0.2529417350764339]",1.0653682749205924,8.079620730837117
"(0, 1, 3, -1, 1, nan, 1, -1, 3, 3, 3, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.04, -1.0, -0.071968, -0.04, -0.043996, -0.17506160320000003]",1.714864881572639,5.030580098942849
"(2, 3, 3, -1, 0, nan, 1, -1, 2, 3, 1, 1)","[-0.04, -0.071968, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.04, -0.0443952004, -0.1399]",2.2482756627011247,4.198478324467176
"(0, 1, 1, -1, 2, nan, 3, -1, 3, 1, 2, 3)","[-0.04, -0.04, -0.04, 1.0, -0.071968, 0.0, -0.043996, -1.0, -0.04, -0.04, -0.0763632004, -0.20092946975968004]",1.7358313747189933,3.730718332772929
"(0, 2, 3, -1, 3, nan, 2, -1, 0, 1, 3, 0)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.04, 0.0, -0.04974193087744, -1.0, -0.043996, -0.07516160320000001, -0.04750864415968, -0.1399]",1.0407819335210926,2.377238670285605
"(2, 3, 1, -1, 1, nan, 3, -1, 0, 1, 1, 3)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.07516160320000001, -0.10006915327744001, -0.043996, -0.8435952004]",1.3235016679605276,5.672901547255195
"(3, 3, 2, -1, 2, nan, 3, -1, 3, 1, 0, 0)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.0471896032, -1.0, -0.07516160320000001, -0.10006915327744001, -0.12468950865901007, -0.1399]",0.713195510167712,3.8254544256539913
"(0, 3, 3, -1, 1, nan, 2, -1, 3, 2, 3, 1)","[-0.04, -0.04, -0.043996, 1.0, -0.04, 0.0, -0.0443952004, -1.0, -0.043996, -0.07516160320000001, -0.08298928831936, -0.8474906299031041]",1.0669586483168034,2.3364185858862667
"(1, 2, 1, -1, 3, nan, 1, -1, 2, 2, 1, 2)","[-0.04, -0.04, -0.04, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.04443508051996, -0.043996, -0.17506160320000003]",1.64712355676452,6.442816880570838
"(1, 3, 1, -1, 2, nan, 1, -1, 2, 1, 0, 0)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.04, -0.043996, -0.07990771675155203, -0.04798278090348005]",0.4097238558652746,0.6632105708284917
"(0, 1, 3, -1, 0, nan, 0, -1, 1, 1, 2, 2)","[-0.04, -0.04, -0.071968, 1.0, -0.04, 0.0, -0.0471896032, -1.0, -0.04, -0.071968, -0.08490353407744, -0.8476818630543362]",0.5686107449612617,0.9494902424146521
"(2, 0, 0, -1, 3, nan, 1, -1, 2, 0, 0, 2)","[-0.04, -0.071968, -0.04, 1.0, -0.071968, 0.0, -0.071968, -1.0, -0.0471896032, -0.07771393087744, -0.047763621694656255, -0.04477158580729616]",1.5634890124282768,2.3789538699080848
"(2, 2, 2, -1, 2, nan, 3, -1, 0, 0, 1, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.04, -0.043996, -0.07990771675155203, -0.04798278090348005]",1.3689068466645107,2.374884779390224
"(0, 0, 0, -1, 2, nan, 0, -1, 2, 1, 1, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.04443508051996, -1.0, -0.071968, -0.0471896032, -0.08215299542138402, -0.1399]",1.2892775049546679,4.380882572818472
"(0, 1, 2, -1, 2, nan, 0, -1, 2, 3, 2, 1)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.07548064415968, -1.0, -0.04, -0.071968, -0.10505734195155203, -0.05049522846096005]",0.5389007583940637,0.954957865450873
"(2, 3, 1, -1, 2, nan, 0, -1, 0, 3, 0, 3)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.04, 0.0, -0.07771393087744, -1.0, -0.04, -0.04, -0.043996, -0.17506160320000003]",1.4789165768338957,4.061082092319586
"(3, 1, 1, -1, 2, nan, 1, -1, 0, 2, 1, 3)","[-0.04, -0.04, -0.071968, 1.0, -0.04, 0.0, -0.0975168256, -1.0, -0.071968, -0.04, -0.12193144701952002, -0.1399]",1.8232873450195017,4.56089828636777
"(2, 1, 3, -1, 2, nan, 1, -1, 0, 0, 3, 1)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.04, 0.0, -0.04974193087744, -1.0, -0.071968, -0.0471896032, -0.08268314977209626, -0.1399]",1.133607854714286,3.0680503891175954
"(3, 1, 1, -1, 0, nan, 2, -1, 0, 3, 1, 0)","[-0.04, -0.071968, -0.04, 1.0, -0.04, 0.0, -0.043996, -1.0, -0.071968, -0.0471896032, -0.0443952004, -0.17538064415968002]",1.4478089528889269,3.4240675702103207
"(3, 3, 3, -1, 1, nan, 0, -1, 1, 3, 0, 2)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.0975168256, -0.04, -0.075964, -0.8467888036]",1.2966313257160784,65.03934520199857
"(2, 1, 0, -1, 0, nan, 3, -1, 0, 1, 1, 2)","[-0.04, -0.04, -0.04, 1.0, -0.043996, 0.0, -0.071968, -1.0, -0.0443952004, -0.04, -0.1015128256, -0.05014113127744]",1.0937834356768392,1.3190448253413314
"(3, 0, 1, -1, 3, nan, 1, -1, 3, 2, 0, 1)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.071968, 0.0, -0.04471424135968, -1.0, -0.0975168256, -0.11793544701952, -0.1387209619698324, -0.053858224100786264]",1.1098438726758877,25.320379356341764
"(3, 1, 2, -1, 1, nan, 1, -1, 3, 0, 3, 1)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.0443952004, -0.04443508051996, -0.08240797295636026, -0.20576045198672313]",1.3856239692955754,3.8988218246930755
"(0, 2, 2, -1, 1, nan, 1, -1, 2, 0, 0, 3)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.043996, 0.0, -0.04471424135968, -1.0, -0.0443952004, -0.04443508051996, -0.044466952711832035, -0.17543798860729617]",1.5545942155334913,4.143389981071466
"(3, 1, 3, -1, 3, nan, 0, -1, 2, 1, 3, 1)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.04443508051996, -1.0, -0.04, -0.043996, -0.07990771675155203, -0.1399]",1.3674892312741234,2.2275321931738103
"(2, 0, 1, -1, 1, nan, 3, -1, 1, 2, 1, 3)","[-0.04, -0.071968, -0.04, 1.0, -0.043996, 0.0, -0.071968, -1.0, -0.04, -0.071968, -0.0471896032, -0.17761393087744]",0.5216903324803146,0.9878867811354086
"(1, 0, 0, -1, 0, nan, 3, -1, 3, 1, 1, 2)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.043996, 0.0, -0.04750864415968, -1.0, -0.0443952004, -0.04443508051996, -0.08025862990310406, -0.1399]",0.39381595796685565,0.8326951739752075
"(1, 3, 0, -1, 2, nan, 0, -1, 3, 0, 1, 1)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.04443508051996, -1.0, -0.0471896032, -0.07771393087744, -0.10654803810119404, -0.050644149006309286]",1.588251966356081,3.424768749397082
"(3, 3, 0, -1, 2, nan, 0, -1, 1, 3, 1, 2)","[-0.04, -0.04, -0.043996, 1.0, -0.04, 0.0, -0.07516160320000001, -1.0, -0.043996, -0.0443952004, -0.08298928831936, -0.2062250392248325]",0.5763232328731946,3.1690775943217586
"(2, 1, 2, -1, 3, nan, 2, -1, 1, 0, 1, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.04, 0.0, -0.07516160320000001, -1.0, -0.043996, -0.04, -0.07947664415968, -0.047939716751552036]",0.5641295899278477,0.9542755025315228
"(3, 1, 1, -1, 0, nan, 3, -1, 2, 0, 3, 3)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.04443508051996, -0.07950851635155204, -0.8471429007835201]",1.19937988227455,2.4719433490885843
"(3, 2, 3, -1, 3, nan, 1, -1, 0, 1, 3, 2)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.071968, 0.0, -0.04974193087744, -1.0, -0.04, -0.043996, -0.04496921889465626, -0.1399]",1.733077142242729,3.5560073968718733
"(3, 3, 1, -1, 3, nan, 1, -1, 1, 3, 2, 1)","[-0.04, -0.043996, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.07516160320000001, -0.10006915327744001, -0.0443952004, -0.04443508051996]",1.3676965437018695,5.266684125577618
"(1, 1, 1, -1, 1, nan, 1, -1, 0, 0, 2, 2)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.0471896032, -1.0, -0.0443952004, -0.04, -0.043996, -0.17506160320000003]",1.3258146176530046,2.1091146192340817
"(3, 1, 3, -1, 0, nan, 2, -1, 2, 3, 0, 2)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.043996, 0.0, -0.04974193087744, -1.0, -0.07516160320000001, -0.04750864415968, -0.04474611355155203, -0.04447013674380005]",0.6368029286086068,1.152923743365104
"(3, 3, 1, -1, 2, nan, 3, -1, 3, 1, 0, 2)","[-0.04, -0.071968, -0.04, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.04, -0.04, -0.075964, -0.0475888036]",2.1143332793877248,3.75909878625102
"(0, 0, 2, -1, 1, nan, 0, -1, 1, 3, 3, 1)","[-0.04, -0.04, -0.071968, 1.0, -0.04, 0.0, -0.0471896032, -1.0, -0.043996, -0.07516160320000001, -0.08522257503712, -0.04851373524620829]",1.0442527903795356,2.3607405335269633
"(3, 2, 0, -1, 2, nan, 0, -1, 0, 1, 3, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.043996, 0.0, -0.07548064415968, -1.0, -0.0443952004, -0.04, -0.047540516351552035, -0.1778943806681604]",0.7531744760308089,0.8198324987349123
"(0, 3, 0, -1, 3, nan, 0, -1, 2, 2, 2, 2)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.07548064415968, -1.0, -0.071968, -0.0975168256, -0.047540516351552035, -0.04474929758352005]",1.0693298375912528,2.344637984106665
"(3, 1, 3, -1, 0, nan, 3, -1, 2, 2, 0, 3)","[-0.04, -0.04, -0.043996, 1.0, -0.043996, 0.0, -0.07516160320000001, -1.0, -0.04, -0.043996, -0.0443952004, -0.04443508051996]",0.0,-1.0013280123414879e-15
"(0, 3, 2, -1, 0, nan, 0, -1, 1, 0, 2, 1)","[-0.04, -0.071968, -0.04, 1.0, -0.071968, 0.0, -0.043996, -1.0, -0.04, -0.043996, -0.0795568036, -0.1399]",1.1093192616766014,1.3859204706114099
"(0, 0, 2, -1, 0, nan, 2, -1, 0, 3, 2, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.071968, 0.0, -0.07516160320000001, -1.0, -0.0471896032, -0.04471424135968, -0.044466952711832035, -0.17543798860729617]",2.018279043107165,3.280879745855175
"(1, 0, 3, -1, 0, nan, 1, -1, 0, 0, 1, 1)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.0975168256, -0.04, -0.043996, -0.8435952004]",1.079217779656748,17.90237313607166
"(0, 3, 2, -1, 3, nan, 2, -1, 1, 1, 1, 2)","[-0.04, -0.043996, -0.04, 1.0, -0.071968, 0.0, -0.043996, -1.0, -0.0975168256, -0.04974193087744, -0.08414895155725005, -0.20715184208455426]",0.7310177793864707,2.5365287289139227
"(1, 3, 0, -1, 2, nan, 3, -1, 3, 3, 1, 0)","[-0.04, -0.04, -0.043996, 1.0, -0.043996, 0.0, -0.04, -1.0, -0.0443952004, -0.07548064415968, -0.10432013081241626, -0.05042158106816039]",1.6168835575195804,2.348177161515963
"(1, 3, 3, -1, 3, nan, 1, -1, 3, 1, 2, 3)","[-0.04, -0.04, -0.043996, 1.0, -0.04, 0.0, -0.0443952004, -1.0, -0.043996, -0.04, -0.07640308051996, -0.8468326677439441]",1.7829396526027363,16.5065445266217
"(3, 1, 1, -1, 3, nan, 0, -1, 0, 2, 1, 1)","[-0.04, -0.04, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.07548064415968, -0.047540516351552035, -0.1399]",1.3911408321244936,1.8940997908379251
"(1, 1, 1, -1, 1, nan, 1, -1, 3, 3, 2, 1)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.043996, 0.0, -0.11793544701952, -1.0, -0.07516160320000001, -0.04750864415968, -0.0897506595696663, -0.21162872712807734]",1.2252256131130657,3.9644848224734885
"(2, 1, 2, -1, 1, nan, 0, -1, 3, 2, 1, 2)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.043996, 0.0, -0.04974193087744, -1.0, -0.0443952004, -0.04, -0.043996, -0.17506160320000003]",1.0401066273459332,4.2425745896461695
"(1, 1, 1, -1, 1, nan, 1, -1, 2, 3, 3, 2)","[-0.04, -0.071968, -0.0471896032, 1.0, -0.043996, 0.0, -0.07771393087744, -1.0, -0.0443952004, -0.04443508051996, -0.08327613804620829, -0.04831928619081621]",0.842080553343117,3.6878625081750247
"(2, 2, 1, -1, 2, nan, 3, -1, 2, 3, 1, 1)","[-0.04, -0.071968, -0.0975168256, 1.0, -0.043996, 0.0, -0.04974193087744, -1.0, -0.04, -0.04, -0.04496921889465626, -0.04449242496757616]",1.7516557311780367,2.4238962383349856
"(1, 0, 3, -1, 2, nan, 3, -1, 2, 3, 0, 3)","[-0.04, -0.043996, -0.07516160320000001, 1.0, -0.04, 0.0, -0.04750864415968, -1.0, -0.04, -0.04, -0.07671411355155203, -0.2012099195504004]",1.9011420466283517,3.3631622627383067
"(2, 1, 3, -1, 3, nan, 3, -1, 2, 2, 0, 2)","[-0.04, -0.043996, -0.04, 1.0, -0.04, 0.0, -0.043996, -1.0, -0.04, -0.04, -0.07915760320000001, -0.1399]",2.5534153166390166,3.226031581345087
"(2, 1, 3, -1, 0, nan, 2, -1, 0, 2, 2, 0)","[-0.04, -0.071968, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.04, -0.043996, -0.0795568036, -0.04794772467964]",1.1248523776305757,1.3418379552224138
"(3, 3, 3, -1, 3, nan, 0, -1, 3, 0, 2, 1)","[-0.04, -0.071968, -0.04, 1.0, -0.071968, 0.0, -0.04, -1.0, -0.0975168256, -0.04974193087744, -0.04496921889465626, -0.8436924249675762]",1.3575458044692024,5.319637140626596
"(1, 0, 3, -1, 2, nan, 0, -1, 0, 3, 2, 2)","[-0.04, -0.04, -0.04, 1.0, -0.043996, 0.0, -0.071968, -1.0, -0.0443952004, -0.04443508051996, -0.044439064543944, -0.17541570038352006]",1.347134963905745,4.8389594522588
"(1, 1, 3, -1, 1, nan, 3, -1, 3, 2, 0, 2)","[-0.04, -0.043996, -0.04, 1.0, -0.04, 0.0, -0.071968, -1.0, -0.071968, -0.04, -0.043996, -0.0443952004]",1.4703361225744738,3.072476653846415
"(3, 3, 0, -1, 0, nan, 0, -1, 1, 3, 3, 0)","[-0.04, -0.071968, -0.04, 1.0, -0.043996, 0.0, -0.043996, -1.0, -0.0443952004, -0.04443508051996, -0.079600667743944, -0.047952106707620006]",2.0702083536322373,4.795863259533032
"(2, 2, 2, -1, 2, nan, 2, -1, 2, 3, 2, 1)","[-0.04, -0.04, -0.043996, 1.0, -0.071968, 0.0, -0.07516160320000001, -1.0, -0.0471896032, -0.04, -0.04750864415968, -0.843946113551552]",2.0900632474095815,4.898691958478002
"(1, 3, 1, -1, 1, nan, 0, -1, 3, 3, 2, 3)","[-0.04, -0.043996, -0.0443952004, 1.0, -0.04, 0.0, -0.04, -1.0, -0.04, -0.04, -0.043996, -0.17506160320000003]",1.4843263575287382,4.01772229083414
"(3, 2, 3, -1, 3, nan, 2, -1, 2, 3, 0, 1)","[-0.04, -0.04, -0.071968, 1.0, -0.043996, 0.0, -0.0975168256, -1.0, -0.0443952004, -0.04, -0.043996, -0.1399]",1.8033943622842772,4.164517864254465
